Instancia,Incumbent,BestBd,Gap,TempoExecucao(s),NosExplorados
instances/scenario3/not_correlated_sc3/1000/kpfs_10.txt,1923,2226,0.157566,1800.05,3425
instances/scenario3/not_correlated_sc3/1000/kpfs_2.txt,1926,2198,0.141225,1800.04,4236
instances/scenario3/not_correlated_sc3/1000/kpfs_3.txt,1910,2195,0.149215,1800.05,4370
instances/scenario3/not_correlated_sc3/1000/kpfs_4.txt,1931,2233,0.156396,1800.03,4287
instances/scenario3/not_correlated_sc3/1000/kpfs_5.txt,1890,2121,0.122222,1800.03,4848
instances/scenario3/not_correlated_sc3/1000/kpfs_6.txt,2097,2346,0.118741,1800.03,5667
instances/scenario3/not_correlated_sc3/1000/kpfs_7.txt,1841,2145,0.165128,1800.02,5015
instances/scenario3/not_correlated_sc3/1000/kpfs_8.txt,1891,2151,0.137493,1800.06,4684
instances/scenario3/not_correlated_sc3/1000/kpfs_9.txt,1893,2172,0.147385,1800.04,4950
instances/scenario3/not_correlated_sc3/300/kpfs_1.txt,999,999,0,13.0643,858
instances/scenario3/not_correlated_sc3/300/kpfs_10.txt,1028,1028,0,8.844,1052
instances/scenario3/not_correlated_sc3/300/kpfs_2.txt,1102,1102,0,3.59713,277
instances/scenario3/not_correlated_sc3/300/kpfs_3.txt,957,957,0,8.3877,525
instances/scenario3/not_correlated_sc3/300/kpfs_4.txt,1030,1030,0,2.9771,103
instances/scenario3/not_correlated_sc3/300/kpfs_5.txt,1086,1086,0,5.79857,57
instances/scenario3/not_correlated_sc3/300/kpfs_6.txt,1043,1043,0,7.96022,588
instances/scenario3/not_correlated_sc3/300/kpfs_7.txt,1032,1032,0,4.21069,255
instances/scenario3/not_correlated_sc3/300/kpfs_8.txt,1050,1050,0,6.1081,516
instances/scenario3/not_correlated_sc3/300/kpfs_9.txt,1006,1006,0,3.06806,169
instances/scenario3/not_correlated_sc3/500/kpfs_1.txt,1405,1405,0,1262.55,50352
instances/scenario3/not_correlated_sc3/500/kpfs_10.txt,1350,1385,0.0259259,1800.02,41414
instances/scenario3/not_correlated_sc3/500/kpfs_2.txt,1438,1465,0.0187761,1800.1,49312
instances/scenario3/not_correlated_sc3/500/kpfs_3.txt,1347,1374,0.0200445,1800.06,47121
instances/scenario3/not_correlated_sc3/500/kpfs_4.txt,1359,1359,0,653.133,22986
instances/scenario3/not_correlated_sc3/500/kpfs_5.txt,1366,1366,0,1793.48,64675
instances/scenario3/not_correlated_sc3/500/kpfs_6.txt,1521,1521,0,455.936,17058
instances/scenario3/not_correlated_sc3/500/kpfs_7.txt,1369,1418,0.0357925,1800.07,33026
instances/scenario3/not_correlated_sc3/500/kpfs_8.txt,1450,1484,0.0234483,1800.04,43926
instances/scenario3/not_correlated_sc3/500/kpfs_9.txt,1424,1460,0.0252809,1800.03,43615
instances/scenario3/not_correlated_sc3/700/kpfs_1.txt,1646,1787,0.0856622,1800.05,10202
instances/scenario3/not_correlated_sc3/700/kpfs_10.txt,1668,1853,0.110911,1800.06,10202
instances/scenario3/not_correlated_sc3/700/kpfs_2.txt,1703,1844,0.0827951,1800.05,10279
instances/scenario3/not_correlated_sc3/700/kpfs_3.txt,1711,1848,0.0800701,1800.07,10755
instances/scenario3/not_correlated_sc3/700/kpfs_4.txt,1687,1822,0.0800237,1800.02,10698
instances/scenario3/not_correlated_sc3/700/kpfs_5.txt,1760,1841,0.0460227,1800.02,15360
instances/scenario3/not_correlated_sc3/700/kpfs_6.txt,1525,1689,0.107541,1800.01,10595
instances/scenario3/not_correlated_sc3/700/kpfs_7.txt,1708,1835,0.074356,1800.02,10636
instances/scenario3/not_correlated_sc3/700/kpfs_8.txt,1601,1748,0.0918176,1800.03,11064
instances/scenario3/not_correlated_sc3/700/kpfs_9.txt,1698,1884,0.109541,1800.03,11912
instances/scenario3/not_correlated_sc3/800/kpfs_1.txt,1800,2004,0.113333,1800.08,10202
instances/scenario3/not_correlated_sc3/800/kpfs_10.txt,1857,2064,0.11147,1800.05,10202
instances/scenario3/not_correlated_sc3/800/kpfs_2.txt,1787,1956,0.0945719,1800.03,9887
instances/scenario3/not_correlated_sc3/800/kpfs_3.txt,1692,1879,0.11052,1800.05,10266
instances/scenario3/not_correlated_sc3/800/kpfs_4.txt,1769,1906,0.0774449,1800.08,10202
instances/scenario3/not_correlated_sc3/800/kpfs_5.txt,1828,2060,0.126915,1800.02,10035
instances/scenario3/not_correlated_sc3/800/kpfs_6.txt,1780,1965,0.103933,1800.09,10202
instances/scenario3/not_correlated_sc3/800/kpfs_7.txt,1784,2004,0.123318,1800.03,9924
instances/scenario3/not_correlated_sc3/800/kpfs_8.txt,1870,2014,0.0770053,1800.07,10202
instances/scenario3/not_correlated_sc3/800/kpfs_9.txt,1716,1891,0.101981,1800.15,10202
instances/scenario4/correlated_sc4/1000/kpfs_1.txt,2281,2365,0.036826,1800.03,13330
instances/scenario4/correlated_sc4/1000/kpfs_10.txt,2057,2151,0.0456976,1800.07,10292
instances/scenario4/correlated_sc4/1000/kpfs_2.txt,2223,2304,0.0364372,1800.05,10583
instances/scenario4/correlated_sc4/1000/kpfs_3.txt,2178,2262,0.0385675,1800.03,10231
instances/scenario4/correlated_sc4/1000/kpfs_4.txt,2130,2249,0.0558685,1800.03,10538
instances/scenario4/correlated_sc4/1000/kpfs_5.txt,2140,2252,0.0523364,1800.03,10501
instances/scenario4/correlated_sc4/1000/kpfs_6.txt,2169,2275,0.0488704,1800.03,13094
instances/scenario4/correlated_sc4/1000/kpfs_7.txt,2048,2141,0.0454102,1800.02,10658
instances/scenario4/correlated_sc4/1000/kpfs_8.txt,2185,2249,0.0292906,1800.03,13869
instances/scenario4/correlated_sc4/1000/kpfs_9.txt,2177,2249,0.033073,1800.04,10890
instances/scenario4/correlated_sc4/300/kpfs_1.txt,905,905,0,88.632,8054
instances/scenario4/correlated_sc4/300/kpfs_10.txt,881,881,0,852.947,116495
instances/scenario4/correlated_sc4/300/kpfs_2.txt,903,903,0,1311.4,182290
instances/scenario4/correlated_sc4/300/kpfs_3.txt,908,908,0,79.3402,10843
instances/scenario4/correlated_sc4/300/kpfs_4.txt,935,935,0,233.622,26128
instances/scenario4/correlated_sc4/300/kpfs_5.txt,895,895,0,86.7511,8314
instances/scenario4/correlated_sc4/300/kpfs_6.txt,922,922,0,681.707,100284
instances/scenario4/correlated_sc4/300/kpfs_7.txt,908,908,0,122.275,11783
instances/scenario4/correlated_sc4/300/kpfs_8.txt,933,933,0,270.254,33331
instances/scenario4/correlated_sc4/300/kpfs_9.txt,872,872,0,73.9432,11231
instances/scenario4/correlated_sc4/500/kpfs_1.txt,1303,1338,0.0268611,1800.04,76850
instances/scenario4/correlated_sc4/500/kpfs_10.txt,1305,1328,0.0176245,1800.02,79598
instances/scenario4/correlated_sc4/500/kpfs_2.txt,1336,1351,0.0112275,1800.04,84153
instances/scenario4/correlated_sc4/500/kpfs_3.txt,1328,1366,0.0286145,1800.04,70744
instances/scenario4/correlated_sc4/500/kpfs_4.txt,1338,1359,0.0156951,1800.03,94092
instances/scenario4/correlated_sc4/500/kpfs_5.txt,1322,1345,0.0173979,1800.03,87257
instances/scenario4/correlated_sc4/500/kpfs_6.txt,1370,1413,0.0313869,1800.03,46417
instances/scenario4/correlated_sc4/500/kpfs_7.txt,1290,1326,0.027907,1800.02,42838
instances/scenario4/correlated_sc4/500/kpfs_8.txt,1288,1320,0.0248447,1800.04,53517
instances/scenario4/correlated_sc4/500/kpfs_9.txt,1300,1337,0.0284615,1800.03,67587
instances/scenario4/correlated_sc4/700/kpfs_1.txt,1737,1781,0.025331,1800.02,27233
instances/scenario4/correlated_sc4/700/kpfs_10.txt,1802,1842,0.0221976,1800.06,36474
instances/scenario4/correlated_sc4/700/kpfs_2.txt,1736,1784,0.0276498,1800.03,42005
instances/scenario4/correlated_sc4/700/kpfs_3.txt,1725,1788,0.0365217,1800.02,29615
instances/scenario4/correlated_sc4/700/kpfs_4.txt,1706,1767,0.0357562,1800.03,32382
instances/scenario4/correlated_sc4/700/kpfs_5.txt,1692,1738,0.0271868,1800.04,35011
instances/scenario4/correlated_sc4/700/kpfs_6.txt,1823,1876,0.029073,1800.03,34863
instances/scenario4/correlated_sc4/700/kpfs_7.txt,1730,1775,0.0260116,1800.03,40104
instances/scenario4/correlated_sc4/700/kpfs_8.txt,1766,1829,0.0356738,1800.07,28171
instances/scenario4/correlated_sc4/700/kpfs_9.txt,1702,1757,0.0323149,1800.97,44104
instances/scenario4/correlated_sc4/800/kpfs_1.txt,1966,2030,0.0325534,1800.03,21649
instances/scenario4/correlated_sc4/800/kpfs_10.txt,1878,1946,0.0362087,1800.02,24732
instances/scenario4/correlated_sc4/800/kpfs_2.txt,1930,1975,0.0233161,1800.06,38814
instances/scenario4/correlated_sc4/800/kpfs_3.txt,1869,1948,0.0422686,1800.02,27025
instances/scenario4/correlated_sc4/800/kpfs_4.txt,1883,1936,0.0281466,1800.04,31494
instances/scenario4/correlated_sc4/800/kpfs_5.txt,1965,2039,0.037659,1800.02,20826
instances/scenario4/correlated_sc4/800/kpfs_6.txt,1873,1941,0.0363054,1800.04,24285
instances/scenario4/correlated_sc4/800/kpfs_7.txt,1846,1928,0.0444204,1800.02,30287
instances/scenario4/correlated_sc4/800/kpfs_8.txt,1915,1979,0.0334204,1800.04,32722
instances/scenario4/correlated_sc4/800/kpfs_9.txt,1833,1897,0.0349154,1800.03,37965
instances/scenario4/fully_correlated_sc4/1000/kpfs_1.txt,2375,2435,0.0252632,1800.39,12091
instances/scenario4/fully_correlated_sc4/1000/kpfs_10.txt,2189,2317,0.0584742,1800.12,10202
instances/scenario4/fully_correlated_sc4/1000/kpfs_2.txt,2296,2389,0.0405052,1800.04,10571
instances/scenario4/fully_correlated_sc4/1000/kpfs_3.txt,2263,2345,0.0362351,1800.04,10486
instances/scenario4/fully_correlated_sc4/1000/kpfs_4.txt,2235,2334,0.0442953,1800.03,10668
instances/scenario4/fully_correlated_sc4/1000/kpfs_5.txt,2218,2332,0.0513977,1800.03,10274
instances/scenario4/fully_correlated_sc4/1000/kpfs_6.txt,2251,2350,0.0439805,1800.04,10285
instances/scenario4/fully_correlated_sc4/1000/kpfs_7.txt,2193,2289,0.0437756,1800.02,10529
instances/scenario4/fully_correlated_sc4/1000/kpfs_8.txt,2291,2365,0.0323003,1800.04,11626
instances/scenario4/fully_correlated_sc4/1000/kpfs_9.txt,2239,2327,0.0393033,1800.06,10224
instances/scenario4/fully_correlated_sc4/300/kpfs_1.txt,900,900,0,76.9998,8100
instances/scenario4/fully_correlated_sc4/300/kpfs_10.txt,876,882,0.00684932,1800.02,236883
instances/scenario4/fully_correlated_sc4/300/kpfs_2.txt,898,898,0,774.819,90208
instances/scenario4/fully_correlated_sc4/300/kpfs_3.txt,900,900,0,177.013,24070
instances/scenario4/fully_correlated_sc4/300/kpfs_4.txt,930,930,0,141.1,20484
instances/scenario4/fully_correlated_sc4/300/kpfs_5.txt,881,881,0,570.69,82502
instances/scenario4/fully_correlated_sc4/300/kpfs_6.txt,906,906,0,1011.35,130040
instances/scenario4/fully_correlated_sc4/300/kpfs_7.txt,888,888,0,389.655,53177
instances/scenario4/fully_correlated_sc4/300/kpfs_8.txt,918,918,0,854.584,109912
instances/scenario4/fully_correlated_sc4/300/kpfs_9.txt,860,860,0,113.67,14768
instances/scenario4/fully_correlated_sc4/500/kpfs_1.txt,1309,1334,0.0190985,1800.05,75865
instances/scenario4/fully_correlated_sc4/500/kpfs_10.txt,1306,1333,0.0206738,1800.02,72328
instances/scenario4/fully_correlated_sc4/500/kpfs_2.txt,1329,1363,0.0255831,1800.03,68197
instances/scenario4/fully_correlated_sc4/500/kpfs_3.txt,1329,1367,0.0285929,1800.06,61299
instances/scenario4/fully_correlated_sc4/500/kpfs_4.txt,1338,1368,0.0224215,1804.62,60205
instances/scenario4/fully_correlated_sc4/500/kpfs_5.txt,1327,1345,0.0135644,1800.05,56766
instances/scenario4/fully_correlated_sc4/500/kpfs_6.txt,1371,1410,0.0284464,1800.09,36429
instances/scenario4/fully_correlated_sc4/500/kpfs_7.txt,1293,1325,0.0247486,1800.04,52355
instances/scenario4/fully_correlated_sc4/500/kpfs_8.txt,1298,1320,0.0169492,1800.04,61302
instances/scenario4/fully_correlated_sc4/500/kpfs_9.txt,1316,1344,0.0212766,1800.03,54647
instances/scenario4/fully_correlated_sc4/700/kpfs_1.txt,1761,1804,0.0244179,1800.02,26891
instances/scenario4/fully_correlated_sc4/700/kpfs_10.txt,1821,1874,0.0291049,1800.02,29713
instances/scenario4/fully_correlated_sc4/700/kpfs_2.txt,1752,1814,0.0353881,1800.01,18840
instances/scenario4/fully_correlated_sc4/700/kpfs_3.txt,1762,1816,0.030647,1800.02,23302
instances/scenario4/fully_correlated_sc4/700/kpfs_4.txt,1752,1793,0.0234018,1800.02,25870
instances/scenario4/fully_correlated_sc4/700/kpfs_5.txt,1719,1773,0.0314136,1800.06,31705
instances/scenario4/fully_correlated_sc4/700/kpfs_6.txt,1832,1887,0.0300218,1800.02,26275
instances/scenario4/fully_correlated_sc4/700/kpfs_7.txt,1775,1820,0.0253521,1800.02,23347
instances/scenario4/fully_correlated_sc4/700/kpfs_8.txt,1781,1834,0.0297586,1800.02,21665
instances/scenario4/fully_correlated_sc4/700/kpfs_9.txt,1742,1790,0.0275545,1800.03,39498
instances/scenario4/fully_correlated_sc4/800/kpfs_1.txt,1986,2053,0.0337362,1800.25,20418
instances/scenario4/fully_correlated_sc4/800/kpfs_10.txt,1922,1994,0.037461,1800.02,18157
instances/scenario4/fully_correlated_sc4/800/kpfs_2.txt,1969,2024,0.027933,1800.03,19826
instances/scenario4/fully_correlated_sc4/800/kpfs_3.txt,1932,2002,0.0362319,1800.02,17592
instances/scenario4/fully_correlated_sc4/800/kpfs_4.txt,1946,1992,0.0236382,1800.04,23280
instances/scenario4/fully_correlated_sc4/800/kpfs_5.txt,1981,2064,0.041898,1800.02,15531
instances/scenario4/fully_correlated_sc4/800/kpfs_6.txt,1923,1972,0.025481,1800.02,19260
instances/scenario4/fully_correlated_sc4/800/kpfs_7.txt,1892,1970,0.0412262,1800.03,22863
instances/scenario4/fully_correlated_sc4/800/kpfs_8.txt,1967,2033,0.0335536,1800.02,21681
instances/scenario4/fully_correlated_sc4/800/kpfs_9.txt,1896,1954,0.0305907,1800.02,25976
instances/scenario4/not_correlated_sc4/1000/kpfs_1.txt,1648,1719,0.0430825,1800.03,31593
instances/scenario4/not_correlated_sc4/1000/kpfs_10.txt,1429,1474,0.0314906,1800.06,13348
instances/scenario4/not_correlated_sc4/1000/kpfs_2.txt,1589,1651,0.0390183,1800.04,18081
instances/scenario4/not_correlated_sc4/1000/kpfs_3.txt,1498,1566,0.0453939,1800.03,14224
instances/scenario4/not_correlated_sc4/1000/kpfs_4.txt,1429,1489,0.0419874,1800.04,13786
instances/scenario4/not_correlated_sc4/1000/kpfs_5.txt,1494,1562,0.0455154,1800.03,16910
instances/scenario4/not_correlated_sc4/1000/kpfs_6.txt,1611,1682,0.044072,1800.03,20439
instances/scenario4/not_correlated_sc4/1000/kpfs_7.txt,1457,1539,0.05628,1800.03,19851
instances/scenario4/not_correlated_sc4/1000/kpfs_8.txt,1472,1531,0.0400815,1800.04,21630
instances/scenario4/not_correlated_sc4/1000/kpfs_9.txt,1511,1570,0.039047,1800.03,16015
instances/scenario4/not_correlated_sc4/300/kpfs_1.txt,907,907,0,15.9484,1346
instances/scenario4/not_correlated_sc4/300/kpfs_10.txt,890,890,0,8.57563,815
instances/scenario4/not_correlated_sc4/300/kpfs_2.txt,894,894,0,34.0663,3338
instances/scenario4/not_correlated_sc4/300/kpfs_3.txt,887,887,0,6.04931,1436
instances/scenario4/not_correlated_sc4/300/kpfs_4.txt,975,975,0,3.14787,87
instances/scenario4/not_correlated_sc4/300/kpfs_5.txt,916,916,0,13.6935,1161
instances/scenario4/not_correlated_sc4/300/kpfs_6.txt,981,981,0,9.81804,1440
instances/scenario4/not_correlated_sc4/300/kpfs_7.txt,848,848,0,32.7964,3737
instances/scenario4/not_correlated_sc4/300/kpfs_8.txt,937,937,0,8.10958,1070
instances/scenario4/not_correlated_sc4/300/kpfs_9.txt,864,864,0,11.5067,1678
instances/scenario4/not_correlated_sc4/500/kpfs_1.txt,1098,1098,0,157.907,10975
instances/scenario4/not_correlated_sc4/500/kpfs_10.txt,1171,1171,0,384.551,24292
instances/scenario4/not_correlated_sc4/500/kpfs_2.txt,1148,1148,0,850.903,64956
instances/scenario4/not_correlated_sc4/500/kpfs_3.txt,1239,1239,0,605.566,40462
instances/scenario4/not_correlated_sc4/500/kpfs_4.txt,1212,1212,0,41.7086,2725
instances/scenario4/not_correlated_sc4/500/kpfs_5.txt,1159,1159,0,219.131,16586
instances/scenario4/not_correlated_sc4/500/kpfs_6.txt,1284,1284,0,411.981,24504
instances/scenario4/not_correlated_sc4/500/kpfs_7.txt,1162,1162,0,147.783,7167
instances/scenario4/not_correlated_sc4/500/kpfs_8.txt,1116,1116,0,140.507,5976
instances/scenario4/not_correlated_sc4/500/kpfs_9.txt,1182,1182,0,477.992,24806
instances/scenario4/not_correlated_sc4/700/kpfs_1.txt,1344,1378,0.0252976,1800.04,43803
instances/scenario4/not_correlated_sc4/700/kpfs_10.txt,1470,1507,0.0251701,1800.03,55256
instances/scenario4/not_correlated_sc4/700/kpfs_2.txt,1361,1387,0.0191036,1800.05,55693
instances/scenario4/not_correlated_sc4/700/kpfs_3.txt,1467,1492,0.0170416,1800.05,53925
instances/scenario4/not_correlated_sc4/700/kpfs_4.txt,1412,1412,0,1138.81,52328
instances/scenario4/not_correlated_sc4/700/kpfs_5.txt,1305,1343,0.0291188,1800.04,55776
instances/scenario4/not_correlated_sc4/700/kpfs_6.txt,1555,1581,0.0167203,1800.05,44070
instances/scenario4/not_correlated_sc4/700/kpfs_7.txt,1388,1412,0.0172911,1800.05,50292
instances/scenario4/not_correlated_sc4/700/kpfs_8.txt,1486,1532,0.0309556,1800.03,29889
instances/scenario4/not_correlated_sc4/700/kpfs_9.txt,1328,1363,0.0263554,1800.05,51082
instances/scenario4/not_correlated_sc4/800/kpfs_1.txt,1554,1591,0.0238095,1800.04,37260
instances/scenario4/not_correlated_sc4/800/kpfs_10.txt,1365,1415,0.03663,1800.05,37535
instances/scenario4/not_correlated_sc4/800/kpfs_2.txt,1515,1548,0.0217822,1800.05,46268
instances/scenario4/not_correlated_sc4/800/kpfs_3.txt,1420,1449,0.0204225,1800.03,46354
instances/scenario4/not_correlated_sc4/800/kpfs_4.txt,1408,1418,0.00710227,1800.02,60956
instances/scenario4/not_correlated_sc4/800/kpfs_5.txt,1593,1652,0.037037,1800.02,24192
instances/scenario4/not_correlated_sc4/800/kpfs_6.txt,1384,1449,0.0469653,1800.01,29828
instances/scenario4/not_correlated_sc4/800/kpfs_7.txt,1378,1413,0.0253991,1800.05,38291
instances/scenario4/not_correlated_sc4/800/kpfs_8.txt,1518,1566,0.0316206,1800.04,33980
instances/scenario4/not_correlated_sc4/800/kpfs_9.txt,1411,1420,0.00637845,1800.05,71142
